Entity,Frequency,Entity Type,Year,Month,Day,Latitude,Longitude,Country,City,News Source
Ukraine,102,GPE,2022,3,27,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,82,GPE,2022,3,27,64.6863136,97.7453061,Russia,,aljazeera
Moscow,23,GPE,2022,3,27,55.7504461,37.6174943,Russia,Moscow,aljazeera
Turkey,12,GPE,2022,3,27,38.9597594,34.9249653,Turkey,,aljazeera
Chernobyl,10,GPE,2022,3,27,51.2705477,30.2195609,Ukraine,Chernobyl,aljazeera
Germany,10,GPE,2022,3,27,51.0834196,10.4234469,Germany,,aljazeera
Kyiv,9,GPE,2022,3,27,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Mariupol,8,GPE,2022,3,27,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
United States,6,GPE,2022,3,27,39.7837304,-100.445882,United States,,aljazeera
Poland,5,GPE,2022,3,27,52.215933,19.134422,Poland,,aljazeera
China,5,GPE,2022,3,27,35.000074,104.999927,China,,aljazeera
Ukraine,4,GPE,2022,3,27,49.4871968,31.2718321,Ukraine,,aljazeera
United Kingdom,4,GPE,2022,3,27,54.7023545,-3.2765753,United Kingdom,,aljazeera
Italy,4,GPE,2022,3,27,42.6384261,12.674297,Italy,Terni,aljazeera
Vinnytsia,4,GPE,2022,3,27,48.8990315,28.516068,Ukraine,,aljazeera
Luhansk,4,GPE,2022,3,27,49.2724587,38.9150477,Ukraine,,aljazeera
Donbas,3,GPE,2022,3,27,48.1032,38.5921,Ukraine,Donbas,aljazeera
Warsaw,3,GPE,2022,3,27,52.2319581,21.0067249,Poland,Warsaw,aljazeera
Kyiv,5,LOC,2022,3,27,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,4,LOC,2022,3,27,,,,,aljazeera
Mariupol,2,LOC,2022,3,27,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Luhansk,1,LOC,2022,3,27,49.2724587,38.9150477,Ukraine,,aljazeera
Black Sea,1,LOC,2022,3,27,43.87280435,33.99381559,,,aljazeera
Black Sea,1,LOC,2022,3,27,43.87280435,33.99381559,,,aljazeera
Siberia,1,LOC,2022,3,27,60,100,Russia,,aljazeera
Ukraine,115,GPE,2022,3,28,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,102,GPE,2022,3,28,64.6863136,97.7453061,Russia,,aljazeera
United States,22,GPE,2022,3,28,39.7837304,-100.445882,United States,,aljazeera
Moscow,21,GPE,2022,3,28,55.7504461,37.6174943,Russia,Moscow,aljazeera
France,11,GPE,2022,3,28,46.603354,1.8883335,France,,aljazeera
Kyiv,10,GPE,2022,3,28,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Istanbul,10,GPE,2022,3,28,41.0091982,28.9662187,Turkey,Istanbul,aljazeera
Mariupol,9,GPE,2022,3,28,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
United Kingdom,9,GPE,2022,3,28,54.7023545,-3.2765753,United Kingdom,,aljazeera
Germany,8,GPE,2022,3,28,51.0834196,10.4234469,Germany,,aljazeera
Turkey,8,GPE,2022,3,28,38.9597594,34.9249653,Turkey,,aljazeera
Ukraine,5,GPE,2022,3,28,49.4871968,31.2718321,Ukraine,,aljazeera
Washington,4,GPE,2022,3,28,38.8950368,-77.0365427,United States,Washington,aljazeera
Italy,4,GPE,2022,3,28,42.6384261,12.674297,Italy,Terni,aljazeera
Poland,4,GPE,2022,3,28,52.215933,19.134422,Poland,,aljazeera
Donetsk,3,GPE,2022,3,28,48.0158753,37.8013407,Ukraine,Donetsk,aljazeera
United States,3,GPE,2022,3,28,39.7837304,-100.445882,United States,,aljazeera
Canada,3,GPE,2022,3,28,61.0666922,-107.991707,Canada,,aljazeera
Kyiv,9,LOC,2022,3,28,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,6,LOC,2022,3,28,,,,,aljazeera
Asia,3,LOC,2022,3,28,,,,,aljazeera
Africa,2,LOC,2022,3,28,,,,,aljazeera
Mykolayiv,2,LOC,2022,3,28,46.9380295,32.0626947,Ukraine,Mykolaiv,aljazeera
Latin America,1,LOC,2022,3,28,,,,,aljazeera
Middle East,1,LOC,2022,3,28,,,,,aljazeera
Canary Wharf,1,LOC,2022,3,28,51.5048954,-0.0190006,United Kingdom,London,aljazeera
Crimea,1,LOC,2022,3,28,45.28350435,34.20081878,Ukraine,,aljazeera
Black Sea,1,LOC,2022,3,28,43.87280435,33.99381559,,,aljazeera
Eastern Europe,1,LOC,2022,3,28,,,,,aljazeera
Ukraine,146,GPE,2022,3,29,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,110,GPE,2022,3,29,64.6863136,97.7453061,Russia,,aljazeera
Moscow,31,GPE,2022,3,29,55.7504461,37.6174943,Russia,Moscow,aljazeera
United States,21,GPE,2022,3,29,39.7837304,-100.445882,United States,,aljazeera
Mariupol,17,GPE,2022,3,29,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Kyiv,10,GPE,2022,3,29,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Donetsk,9,GPE,2022,3,29,48.0158753,37.8013407,Ukraine,Donetsk,aljazeera
United Kingdom,9,GPE,2022,3,29,54.7023545,-3.2765753,United Kingdom,,aljazeera
China,8,GPE,2022,3,29,35.000074,104.999927,China,,aljazeera
Poland,7,GPE,2022,3,29,52.215933,19.134422,Poland,,aljazeera
Norway,7,GPE,2022,3,29,60.5000209,9.0999715,Norway,,aljazeera
Germany,6,GPE,2022,3,29,51.0834196,10.4234469,Germany,,aljazeera
Chernobyl,5,GPE,2022,3,29,51.2705477,30.2195609,Ukraine,Chernobyl,aljazeera
Chernihiv,4,GPE,2022,3,29,51.272593,31.7417235,Ukraine,,aljazeera
Belarus,4,GPE,2022,3,29,53.4250605,27.6971358,Belarus,,aljazeera
Turkey,4,GPE,2022,3,29,38.9597594,34.9249653,Turkey,,aljazeera
Vinnytsia,4,GPE,2022,3,29,48.8990315,28.516068,Ukraine,,aljazeera
Finland,4,GPE,2022,3,29,63.2467777,25.9209164,Finland,,aljazeera
Estonia,4,GPE,2022,3,29,58.7523778,25.3319078,Estonia,,aljazeera
Kyiv,15,LOC,2022,3,29,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,13,LOC,2022,3,29,,,,,aljazeera
Mariupol,3,LOC,2022,3,29,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Snake Island,2,LOC,2022,3,29,45.2543,30.2045,Ukraine,,aljazeera
Black Sea,2,LOC,2022,3,29,43.87280435,33.99381559,,,aljazeera
Chernobyl,1,LOC,2022,3,29,51.2705477,30.2195609,Ukraine,Chernobyl,aljazeera
Eastern Europe,1,LOC,2022,3,29,,,,,aljazeera
Baltic Sea,1,LOC,2022,3,29,56,18,,,aljazeera
Middle East,1,LOC,2022,3,29,,,,,aljazeera
Crimea,1,LOC,2022,3,29,45.28350435,34.20081878,Ukraine,,aljazeera
Starokostiantyniv,1,LOC,2022,3,29,49.756163,27.2087889,Ukraine,,aljazeera
Poltava,1,LOC,2022,3,29,49.8607809,33.7498787,Ukraine,,aljazeera
Black Sea,1,LOC,2022,3,29,43.87280435,33.99381559,,,aljazeera
Russia,92,GPE,2022,3,30,64.6863136,97.7453061,Russia,,aljazeera
Ukraine,86,GPE,2022,3,30,49.4871968,31.2718321,Ukraine,,aljazeera
Moscow,18,GPE,2022,3,30,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,16,GPE,2022,3,30,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
United States,15,GPE,2022,3,30,39.7837304,-100.445882,United States,,aljazeera
United Kingdom,11,GPE,2022,3,30,54.7023545,-3.2765753,United Kingdom,,aljazeera
India,6,GPE,2022,3,30,22.3511148,78.6677428,India,,aljazeera
Zaporizhzhia,5,GPE,2022,3,30,47.8507859,35.1182867,Ukraine,Zaporizhzhia,aljazeera
Germany,5,GPE,2022,3,30,51.0834196,10.4234469,Germany,,aljazeera
Vinnytsia,5,GPE,2022,3,30,48.8990315,28.516068,Ukraine,,aljazeera
Donbas,4,GPE,2022,3,30,48.1032,38.5921,Ukraine,Donbas,aljazeera
Georgia,4,GPE,2022,3,30,42.3154,43.3569,Georgia,,aljazeera
Istanbul,4,GPE,2022,3,30,41.0091982,28.9662187,Turkey,Istanbul,aljazeera
Turkey,4,GPE,2022,3,30,38.9597594,34.9249653,Turkey,,aljazeera
United Kingdom,3,GPE,2022,3,30,54.7023545,-3.2765753,United Kingdom,,aljazeera
Lithuania,3,GPE,2022,3,30,55.3500003,23.7499997,Lithuania,,aljazeera
Denmark,3,GPE,2022,3,30,55.670249,10.3333283,Denmark,,aljazeera
Donetsk,3,GPE,2022,3,30,48.0158753,37.8013407,Ukraine,Donetsk,aljazeera
Britain,2,GPE,2022,3,30,54.31536155,-1.918023495,United Kingdom,,aljazeera
Brussels,2,GPE,2022,3,30,50.8465573,4.351697,Belgium,Brussels,aljazeera
Europe,8,LOC,2022,3,30,,,,,aljazeera
Kyiv,4,LOC,2022,3,30,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Black Sea,2,LOC,2022,3,30,43.87280435,33.99381559,,,aljazeera
Black Sea,2,LOC,2022,3,30,43.87280435,33.99381559,,,aljazeera
Dnipro,2,LOC,2022,3,30,51.9191343,30.8243039,Ukraine,,aljazeera
Mariupol,1,LOC,2022,3,30,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Siberia,1,LOC,2022,3,30,60,100,Russia,,aljazeera
Eastern Kharkiv Region,1,LOC,2022,3,30,49.7188573,37.6109463,Ukraine,,aljazeera
Asia,1,LOC,2022,3,30,,,,,aljazeera
South Ossetia,1,LOC,2022,3,30,42.3476344,44.0979465,Georgia,,aljazeera
Latin America,1,LOC,2022,3,30,,,,,aljazeera
Middle East,1,LOC,2022,3,30,,,,,aljazeera
Southeast Asia,1,LOC,2022,3,30,,,,Leipzig,aljazeera
Africa,1,LOC,2022,3,30,,,,,aljazeera
Ukraine,68,GPE,2022,3,1,49.4871968,31.2718321,Ukraine,,cnn
Russia,66,GPE,2022,3,1,64.6863136,97.7453061,Russia,,cnn
United States,42,GPE,2022,3,1,39.7837304,-100.445882,United States,,cnn
Kyiv,8,GPE,2022,3,1,50.4500336,30.5241361,Ukraine,Kyiv,cnn
United Kingdom,8,GPE,2022,3,1,54.7023545,-3.2765753,United Kingdom,,cnn
Moscow,7,GPE,2022,3,1,55.7504461,37.6174943,Russia,Moscow,cnn
Turkey,6,GPE,2022,3,1,38.9597594,34.9249653,Turkey,,cnn
Kherson,5,GPE,2022,3,1,46.5421715,33.4079326,Ukraine,,cnn
United States,5,GPE,2022,3,1,39.7837304,-100.445882,United States,,cnn
Japan,4,GPE,2022,3,1,36.5748441,139.2394179,Japan,Kiryu,cnn
Poland,4,GPE,2022,3,1,52.215933,19.134422,Poland,,cnn
Belarus,3,GPE,2022,3,1,53.4250605,27.6971358,Belarus,,cnn
Lviv,3,GPE,2022,3,1,49.841952,24.0315921,Ukraine,Lviv,cnn
Sakhalin,3,GPE,2022,3,1,50.8503952,142.6509733,Russia,,cnn
Brazil,3,GPE,2022,3,1,-10.3333333,-53.2,Brazil,,cnn
Russia,3,GPE,2022,3,1,64.6863136,97.7453061,Russia,,cnn
Borodjanka,2,GPE,2022,3,1,50.6437677,29.9278296,Ukraine,,cnn
Hungary,2,GPE,2022,3,1,47.1817585,19.5060937,Hungary,Pusztavacs,cnn
Nebraska,2,GPE,2022,3,1,41.7370229,-99.5873816,United States,,cnn
Monterrey,1,GPE,2022,3,1,25.6802019,-100.315258,Mexico,Monterrey,cnn
Kyiv,15,LOC,2022,3,1,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,3,LOC,2022,3,1,,,,,cnn
Dnieper River,1,LOC,2022,3,1,48.828,34.091,Ukraine,,cnn
Okhotsk Sea,1,LOC,2022,3,1,52.8736,149.3658,,,cnn
Black Sea,1,LOC,2022,3,1,43.87280435,33.99381559,,,cnn
Asia,1,LOC,2022,3,1,,,,,cnn
Ukraine,69,GPE,2022,3,2,49.4871968,31.2718321,Ukraine,,cnn
Russia,44,GPE,2022,3,2,64.6863136,97.7453061,Russia,,cnn
United States,17,GPE,2022,3,2,39.7837304,-100.445882,United States,,cnn
Kyiv,12,GPE,2022,3,2,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Canada,10,GPE,2022,3,2,61.0666922,-107.991707,Canada,,cnn
China,7,GPE,2022,3,2,35.000074,104.999927,China,,cnn
United States,5,GPE,2022,3,2,39.7837304,-100.445882,United States,,cnn
Beijing,5,GPE,2022,3,2,39.906217,116.3912757,China,Beijing,cnn
Moscow,5,GPE,2022,3,2,55.7504461,37.6174943,Russia,Moscow,cnn
Cuba,5,GPE,2022,3,2,23.0131338,-80.8328748,Cuba,,cnn
South Korea,4,GPE,2022,3,2,36.638392,127.6961188,South Korea,Cheongju-si,cnn
Nicaragua,4,GPE,2022,3,2,12.6090157,-85.2936911,Nicaragua,Boaco (Municipio),cnn
Poland,3,GPE,2022,3,2,52.215933,19.134422,Poland,,cnn
Bucha,3,GPE,2022,3,2,50.5485813,30.2207143,Ukraine,,cnn
Mykolaiv,3,GPE,2022,3,2,47.3886032,31.9442334,Ukraine,,cnn
Kherson,3,GPE,2022,3,2,46.5421715,33.4079326,Ukraine,,cnn
Menendez,3,GPE,2022,3,2,-27.74850135,-64.25270525,Argentina,La Banda,cnn
Belarus,3,GPE,2022,3,2,53.4250605,27.6971358,Belarus,,cnn
United Kingdom,3,GPE,2022,3,2,54.7023545,-3.2765753,United Kingdom,,cnn
Kyiv,9,LOC,2022,3,2,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,3,LOC,2022,3,2,,,,,cnn
Stryzhen River,2,LOC,2022,3,2,51.420634,33.696597,,,cnn
Black Sea,2,LOC,2022,3,2,43.87280435,33.99381559,,,cnn
Latin America,2,LOC,2022,3,2,,,,,cnn
Maryna,1,LOC,2022,3,2,54.0932509,22.7435776,Poland,,cnn
Ukraine,107,GPE,2022,3,3,49.4871968,31.2718321,Ukraine,,cnn
Russia,56,GPE,2022,3,3,64.6863136,97.7453061,Russia,,cnn
United States,40,GPE,2022,3,3,39.7837304,-100.445882,United States,,cnn
Zaporizhzhia,10,GPE,2022,3,3,47.8507859,35.1182867,Ukraine,Zaporizhzhia,cnn
Enerhodar,8,GPE,2022,3,3,47.4970865,34.6487214,Ukraine,,cnn
United States,8,GPE,2022,3,3,39.7837304,-100.445882,United States,,cnn
Moscow,6,GPE,2022,3,3,55.7504461,37.6174943,Russia,Moscow,cnn
Chernobyl,5,GPE,2022,3,3,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
Kherson,5,GPE,2022,3,3,46.5421715,33.4079326,Ukraine,,cnn
Belarus,4,GPE,2022,3,3,53.4250605,27.6971358,Belarus,,cnn
Mariupol,3,GPE,2022,3,3,47.0957648,37.5499621,Ukraine,Mariupol,cnn
United States,3,GPE,2022,3,3,39.7837304,-100.445882,United States,,cnn
Germany,3,GPE,2022,3,3,51.0834196,10.4234469,Germany,,cnn
Syria,3,GPE,2022,3,3,34.6401861,39.0494106,Syria,,cnn
Chernihiv,2,GPE,2022,3,3,51.272593,31.7417235,Ukraine,,cnn
Georgia,2,GPE,2022,3,3,42.3154,43.3569,Georgia,,cnn
Europe,7,LOC,2022,3,3,,,,,cnn
Kyiv,2,LOC,2022,3,3,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Kharkiv,1,LOC,2022,3,3,49.9923181,36.2310146,Ukraine,Kharkiv,cnn
Europe,1,LOC,2022,3,3,,,,,cnn
Black Sea,1,LOC,2022,3,3,43.87280435,33.99381559,,,cnn
Roman,1,LOC,2022,3,3,48.8362976,1.047626207,France,Mesnils-sur-Iton,cnn
Ukraine,145,GPE,2022,3,4,49.4871968,31.2718321,Ukraine,,cnn
Russia,98,GPE,2022,3,4,64.6863136,97.7453061,Russia,,cnn
United States,67,GPE,2022,3,4,39.7837304,-100.445882,United States,,cnn
Poland,17,GPE,2022,3,4,52.215933,19.134422,Poland,,cnn
Brussels,11,GPE,2022,3,4,50.8465573,4.351697,Belgium,Brussels,cnn
Brazil,9,GPE,2022,3,4,-10.3333333,-53.2,Brazil,,cnn
Hawaii,8,GPE,2022,3,4,19.5938015,-155.4283701,United States,,cnn
Moscow,6,GPE,2022,3,4,55.7504461,37.6174943,Russia,Moscow,cnn
United States,6,GPE,2022,3,4,39.7837304,-100.445882,United States,,cnn
California,6,GPE,2022,3,4,36.7014631,-118.755997,United States,,cnn
Romania,5,GPE,2022,3,4,45.9852129,24.6859225,Romania,,cnn
Singapore,4,GPE,2022,3,4,1.357107,103.8194992,Singapore,Singapore,cnn
China,4,GPE,2022,3,4,35.000074,104.999927,China,,cnn
Washington,4,GPE,2022,3,4,38.8950368,-77.0365427,United States,Washington,cnn
Mykolaiv,3,GPE,2022,3,4,47.3886032,31.9442334,Ukraine,,cnn
Germany,3,GPE,2022,3,4,51.0834196,10.4234469,Germany,,cnn
France,3,GPE,2022,3,4,46.603354,1.8883335,France,,cnn
Kherson,3,GPE,2022,3,4,46.5421715,33.4079326,Ukraine,,cnn
Europe,22,LOC,2022,3,4,,,,,cnn
Kyiv,8,LOC,2022,3,4,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Mykolaiv Oblast,1,LOC,2022,3,4,46.9423408,32.0382517,Ukraine,Mykolaiv,cnn
Sakhalin Island,1,LOC,2022,3,4,,,,,cnn
Ukraine,111,GPE,2022,3,5,49.4871968,31.2718321,Ukraine,,cnn
Russia,73,GPE,2022,3,5,64.6863136,97.7453061,Russia,,cnn
United States,36,GPE,2022,3,5,39.7837304,-100.445882,United States,,cnn
Poland,32,GPE,2022,3,5,52.215933,19.134422,Poland,,cnn
Mariupol,16,GPE,2022,3,5,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Israel,9,GPE,2022,3,5,31.5313113,34.8667654,Israel,Lachish Regional Council,cnn
Moscow,7,GPE,2022,3,5,55.7504461,37.6174943,Russia,Moscow,cnn
Volnovakha,7,GPE,2022,3,5,47.5984285,37.4998511,Ukraine,,cnn
China,6,GPE,2022,3,5,35.000074,104.999927,China,,cnn
United States,6,GPE,2022,3,5,39.7837304,-100.445882,United States,,cnn
Donbas,5,GPE,2022,3,5,48.1032,38.5921,Ukraine,Donbas,cnn
Chernobyl,5,GPE,2022,3,5,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
United Kingdom,5,GPE,2022,3,5,54.7023545,-3.2765753,United Kingdom,,cnn
Germany,4,GPE,2022,3,5,51.0834196,10.4234469,Germany,,cnn
Kyiv,4,GPE,2022,3,5,50.4500336,30.5241361,Ukraine,Kyiv,cnn
South Africa,3,GPE,2022,3,5,,,,,cnn
Beijing,2,GPE,2022,3,5,39.906217,116.3912757,China,Beijing,cnn
Berlin,2,GPE,2022,3,5,52.5170365,13.3888599,Germany,Berlin,cnn
Kyiv,7,LOC,2022,3,5,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,7,LOC,2022,3,5,,,,,cnn
Black Sea,3,LOC,2022,3,5,43.87280435,33.99381559,,,cnn
Aegean Sea,2,LOC,2022,3,5,38.0580504,25.72156117,Greece,,cnn
Strait of Dardanelles,1,LOC,2022,3,5,,,,,cnn
North Aegean,1,LOC,2022,3,5,39,25,,,cnn
Ukraine,78,GPE,2022,3,6,49.4871968,31.2718321,Ukraine,,cnn
Russia,67,GPE,2022,3,6,64.6863136,97.7453061,Russia,,cnn
United States,15,GPE,2022,3,6,39.7837304,-100.445882,United States,,cnn
Israel,10,GPE,2022,3,6,31.5313113,34.8667654,Israel,Lachish Regional Council,cnn
Poland,8,GPE,2022,3,6,52.215933,19.134422,Poland,,cnn
St. Petersburg,7,GPE,2022,3,6,59.938732,30.316229,Russia,St. Petersburg,cnn
Moscow,6,GPE,2022,3,6,55.7504461,37.6174943,Russia,Moscow,cnn
United Kingdom,6,GPE,2022,3,6,54.7023545,-3.2765753,United Kingdom,,cnn
South Korea,5,GPE,2022,3,6,36.638392,127.6961188,South Korea,Cheongju-si,cnn
Kyiv,5,GPE,2022,3,6,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Kherson,4,GPE,2022,3,6,46.5421715,33.4079326,Ukraine,,cnn
Mykoliav,4,GPE,2022,3,6,,,,,cnn
United States,3,GPE,2022,3,6,39.7837304,-100.445882,United States,,cnn
Belarus,3,GPE,2022,3,6,53.4250605,27.6971358,Belarus,,cnn
Irpin River,3,GPE,2022,3,6,50.5300778,30.2179137,Ukraine,,cnn
Japan,2,GPE,2022,3,6,36.5748441,139.2394179,Japan,Kiryu,cnn
Lviv,2,GPE,2022,3,6,49.841952,24.0315921,Ukraine,Lviv,cnn
Kyiv,13,LOC,2022,3,6,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Vinnytsia,1,LOC,2022,3,6,48.8990315,28.516068,Ukraine,,cnn
Transnitsia,1,LOC,2022,3,6,,,,,cnn
Black Sea,1,LOC,2022,3,6,43.87280435,33.99381559,,,cnn
Eastern Europe,1,LOC,2022,3,6,,,,,cnn
Europe,1,LOC,2022,3,6,,,,,cnn
Africa,1,LOC,2022,3,6,,,,,cnn
Ukraine,76,GPE,2022,3,7,49.4871968,31.2718321,Ukraine,,cnn
Russia,68,GPE,2022,3,7,64.6863136,97.7453061,Russia,,cnn
United States,38,GPE,2022,3,7,39.7837304,-100.445882,United States,,cnn
Kyiv,9,GPE,2022,3,7,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Poland,9,GPE,2022,3,7,52.215933,19.134422,Poland,,cnn
Belarus,8,GPE,2022,3,7,53.4250605,27.6971358,Belarus,,cnn
Moscow,7,GPE,2022,3,7,55.7504461,37.6174943,Russia,Moscow,cnn
Venezuela,6,GPE,2022,3,7,8.0018709,-66.1109318,Venezuela,,cnn
Romania,6,GPE,2022,3,7,45.9852129,24.6859225,Romania,,cnn
Australia,5,GPE,2022,3,7,-24.7761086,134.755,Australia,,cnn
Germany,5,GPE,2022,3,7,51.0834196,10.4234469,Germany,,cnn
Hungary,5,GPE,2022,3,7,47.1817585,19.5060937,Hungary,Pusztavacs,cnn
United States,4,GPE,2022,3,7,39.7837304,-100.445882,United States,,cnn
Greece,4,GPE,2022,3,7,38.9953683,21.9877132,Greece,,cnn
Georgia,4,GPE,2022,3,7,42.3154,43.3569,Georgia,,cnn
Mariupol,3,GPE,2022,3,7,47.0957648,37.5499621,Ukraine,Mariupol,cnn
United States,3,GPE,2022,3,7,39.7837304,-100.445882,United States,,cnn
Iran,3,GPE,2022,3,7,32.6475314,54.5643516,Iran,,cnn
Chaplynka,3,GPE,2022,3,7,46.3617756,33.5380219,Ukraine,,cnn
Russia,3,GPE,2022,3,7,64.6863136,97.7453061,Germany,Berlin,cnn
Kyiv,10,LOC,2022,3,7,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,6,LOC,2022,3,7,,,,,cnn
Azov Sea,1,LOC,2022,3,7,46.196729,36.73570655,,,cnn
Dnieper River,1,LOC,2022,3,7,48.828,34.091,Ukraine,,cnn
Ukraine,97,GPE,2022,3,8,49.4871968,31.2718321,Ukraine,,cnn
Russia,69,GPE,2022,3,8,64.6863136,97.7453061,Russia,,cnn
United States,61,GPE,2022,3,8,39.7837304,-100.445882,United States,,cnn
Poland,31,GPE,2022,3,8,52.215933,19.134422,Poland,,cnn
Japan,11,GPE,2022,3,8,36.5748441,139.2394179,Japan,Kiryu,cnn
Moscow,8,GPE,2022,3,8,55.7504461,37.6174943,Russia,Moscow,cnn
United States,7,GPE,2022,3,8,39.7837304,-100.445882,United States,,cnn
Iran,7,GPE,2022,3,8,32.6475314,54.5643516,Iran,,cnn
Kyiv,6,GPE,2022,3,8,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Chernobyl,5,GPE,2022,3,8,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
America,4,GPE,2022,3,8,,,,,cnn
Belarus,4,GPE,2022,3,8,53.4250605,27.6971358,Belarus,,cnn
Germany,4,GPE,2022,3,8,51.0834196,10.4234469,Germany,,cnn
Israel,4,GPE,2022,3,8,31.5313113,34.8667654,Israel,Lachish Regional Council,cnn
Venezuela,3,GPE,2022,3,8,8.0018709,-66.1109318,Venezuela,,cnn
Hungary,3,GPE,2022,3,8,47.1817585,19.5060937,Hungary,Pusztavacs,cnn
United States,2,GPE,2022,3,8,39.7837304,-100.445882,United States,,cnn
Caracas,2,GPE,2022,3,8,10.506098,-66.9146017,Venezuela,Caracas,cnn
Romania,2,GPE,2022,3,8,45.9852129,24.6859225,Romania,,cnn
Warsaw,2,GPE,2022,3,8,52.2319581,21.0067249,Poland,Warsaw,cnn
Europe,5,LOC,2022,3,8,,,,,cnn
Black Sea,2,LOC,2022,3,8,43.87280435,33.99381559,,,cnn
Kyiv,2,LOC,2022,3,8,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Africa,1,LOC,2022,3,8,,,,,cnn
Western Europe,1,LOC,2022,3,8,,,,,cnn
Ukraine,80,GPE,2022,3,9,49.4871968,31.2718321,Ukraine,,cnn
Russia,45,GPE,2022,3,9,64.6863136,97.7453061,Russia,,cnn
United States,36,GPE,2022,3,9,39.7837304,-100.445882,United States,,cnn
Mariupol,22,GPE,2022,3,9,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Poland,17,GPE,2022,3,9,52.215933,19.134422,Poland,,cnn
Kyiv,8,GPE,2022,3,9,50.4500336,30.5241361,Ukraine,Kyiv,cnn
China,6,GPE,2022,3,9,35.000074,104.999927,China,,cnn
United States,5,GPE,2022,3,9,39.7837304,-100.445882,United States,,cnn
Donetsk,5,GPE,2022,3,9,48.0158753,37.8013407,Ukraine,Donetsk,cnn
Germany,5,GPE,2022,3,9,51.0834196,10.4234469,Germany,,cnn
Zhytomyr,5,GPE,2022,3,9,50.9080532,28.3867504,Ukraine,,cnn
Washington,3,GPE,2022,3,9,38.8950368,-77.0365427,United States,Washington,cnn
United Kingdom,3,GPE,2022,3,9,54.7023545,-3.2765753,United Kingdom,,cnn
Mykolaiv,3,GPE,2022,3,9,47.3886032,31.9442334,Ukraine,,cnn
Russia,2,GPE,2022,3,9,64.6863136,97.7453061,Russia,,cnn
Chernobyl,2,GPE,2022,3,9,55.7558,30.2195609,Ukraine,Chernobyl,cnn
Kyiv,9,LOC,2022,3,9,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,5,LOC,2022,3,9,,,,,cnn
Bay Area,1,LOC,2022,3,9,37.8272,122.29,United States,,cnn
Kiev,1,LOC,2022,3,9,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Ukraine,90,GPE,2022,3,10,49.4871968,31.2718321,Ukraine,,cnn
Russia,76,GPE,2022,3,10,64.6863136,97.7453061,Russia,,cnn
United States,43,GPE,2022,3,10,39.7837304,-100.445882,United States,,cnn
Belarus,10,GPE,2022,3,10,53.4250605,27.6971358,Belarus,,cnn
China,9,GPE,2022,3,10,35.000074,104.999927,China,,cnn
United States,8,GPE,2022,3,10,39.7837304,-100.445882,United States,,cnn
Mariupol,7,GPE,2022,3,10,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Chernihiv,7,GPE,2022,3,10,51.272593,31.7417235,Ukraine,,cnn
Kyiv,7,GPE,2022,3,10,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Chernobyl,5,GPE,2022,3,10,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
Moscow,4,GPE,2022,3,10,55.7504461,37.6174943,Russia,Moscow,cnn
Washington,3,GPE,2022,3,10,38.8950368,-77.0365427,United States,Washington,cnn
San Diego,3,GPE,2022,3,10,32.7174202,-117.1627728,United States,San Diego,cnn
Mexico,3,GPE,2022,3,10,23.6585116,-102.0077097,Mexico,,cnn
